,Unnamed: 0,指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
4716,4716,801230,综合,2000/8/28 0:00:00,1593.37,1620.92,1574.87,1601.95,0.59,9.61,0.69,1.72,65.46,6.17,17.79,3.64,519.05,14.42,0.15
4715,4715,801230,综合,2000/8/29 0:00:00,1605.8,1622.03,1582.75,1598.75,0.44,6.76,-0.2,1.27,65.39,6.14,17.71,2.72,518.02,14.39,0.15
4714,4714,801230,综合,2000/8/30 0:00:00,1599.1,1616.94,1567.31,1576.96,0.49,7.36,-1.36,1.43,64.22,6.04,17.47,2.85,510.94,14.19,0.13
4713,4713,801230,综合,2000/8/31 0:00:00,1567.58,1588.61,1522.11,1543.43,0.58,8.46,-2.13,1.7,62.77,5.9,17.1,3.11,500.06,13.89,0.13
4712,4712,801230,综合,2000/9/1 0:00:00,1527.95,1559.82,1510.79,1528.0,0.44,6.42,-1.0,1.27,59.65,5.81,16.91,2.92,495.23,13.38,0.13
4711,4711,801230,综合,2000/9/4 0:00:00,1522.19,1545.67,1498.94,1530.2,0.47,6.82,0.14,1.37,60.05,5.85,17.03,3.6,500.54,13.9,0.13
4710,4710,801230,综合,2000/9/5 0:00:00,1530.8,1548.96,1486.75,1495.73,0.4,5.6,-2.25,1.15,58.57,5.71,16.7,3.11,489.25,13.59,0.13
4709,4709,801230,综合,2000/9/6 0:00:00,1487.64,1512.3,1460.51,1474.19,0.39,5.39,-1.44,1.14,57.61,5.63,16.48,2.83,482.23,13.4,0.13
4708,4708,801230,综合,2000/9/7 0:00:00,1477.08,1519.38,1466.94,1491.08,0.33,4.82,1.15,0.95,58.38,5.71,16.72,3.11,487.73,13.55,0.13
4707,4707,801230,综合,2000/9/8 0:00:00,1494.78,1514.36,1470.0,1495.93,0.24,3.44,0.33,0.69,58.54,5.72,16.8,2.37,490.09,13.25,0.13
4706,4706,801230,综合,2000/9/11 0:00:00,1500.18,1517.39,1472.48,1500.34,0.25,3.58,0.29,0.72,58.82,5.76,16.86,2.46,490.73,13.63,0.13
4705,4705,801230,综合,2000/9/12 0:00:00,1504.74,1528.32,1482.79,1509.61,0.33,4.92,0.62,0.94,59.07,5.78,16.92,3.44,493.84,13.72,0.13
4704,4704,801230,综合,2000/9/13 0:00:00,1508.36,1529.16,1491.87,1509.74,0.36,5.38,0.01,1.03,59.28,5.8,16.95,3.05,493.81,13.72,0.13
4703,4703,801230,综合,2000/9/14 0:00:00,1507.89,1531.6,1483.4,1506.81,0.29,4.79,-0.19,0.84,58.98,5.78,16.98,3.28,492.83,13.69,0.13
4702,4702,801230,综合,2000/9/15 0:00:00,1505.85,1517.09,1477.18,1495.14,0.24,3.77,-0.77,0.7,58.54,5.74,16.86,2.82,489.76,13.24,0.13
4701,4701,801230,综合,2000/9/18 0:00:00,1494.15,1510.07,1456.8,1469.67,0.25,3.96,-1.7,0.73,57.55,5.64,16.62,3.0,480.67,13.35,0.13
4700,4700,801230,综合,2000/9/19 0:00:00,1461.38,1470.04,1415.81,1432.24,0.29,3.95,-2.55,0.84,55.95,5.49,16.23,2.46,468.49,13.01,0.14
4699,4699,801230,综合,2000/9/20 0:00:00,1427.84,1463.45,1407.77,1439.7,0.25,3.95,0.52,0.71,56.21,5.52,16.34,2.77,470.9,13.08,0.14
4698,4698,801230,综合,2000/9/21 0:00:00,1442.55,1458.98,1418.51,1430.6,0.23,3.33,-0.63,0.65,55.77,5.48,16.24,2.67,468.04,13.0,0.14
4697,4697,801230,综合,2000/9/22 0:00:00,1427.24,1442.43,1403.57,1419.32,0.2,2.81,-0.79,0.58,55.27,5.43,16.16,2.39,465.1,12.57,0.14
4696,4696,801230,综合,2000/9/25 0:00:00,1416.13,1432.2,1393.43,1404.75,0.16,2.1,-1.03,0.46,54.85,5.39,16.01,2.27,459.58,12.77,0.14
4695,4695,801230,综合,2000/9/26 0:00:00,1408.42,1436.44,1400.46,1419.93,0.14,1.94,1.08,0.39,55.43,5.44,16.17,1.79,464.6,12.91,0.14
4694,4694,801230,综合,2000/9/27 0:00:00,1423.95,1438.77,1410.69,1430.14,0.13,1.75,0.72,0.38,55.93,5.5,16.27,1.84,467.92,13.0,0.14
4693,4693,801230,综合,2000/9/28 0:00:00,1431.61,1437.93,1400.72,1411.29,0.15,2.06,-1.32,0.43,55.2,5.43,16.11,2.03,461.65,12.82,0.14
4692,4692,801230,综合,2000/9/29 0:00:00,1409.93,1436.14,1401.11,1424.88,0.17,2.31,0.96,0.5,55.71,5.48,16.27,2.24,466.91,12.62,0.14
4691,4691,801230,综合,2000/10/9 0:00:00,1429.36,1454.07,1404.5,1436.41,0.24,3.37,0.81,0.69,56.32,5.5,16.4,3.09,474.34,13.18,0.14
4690,4690,801230,综合,2000/10/10 0:00:00,1438.86,1471.88,1426.16,1458.85,0.28,3.86,1.56,0.81,57.42,5.56,16.63,2.79,484.77,13.47,0.13
4689,4689,801230,综合,2000/10/11 0:00:00,1461.68,1480.72,1434.13,1446.95,0.34,4.88,-0.82,0.97,56.75,5.51,16.54,3.3,480.81,13.36,0.13
4688,4688,801230,综合,2000/10/12 0:00:00,1442.72,1467.02,1417.59,1445.57,0.35,4.9,-0.1,1.0,56.63,5.5,16.51,3.13,480.35,13.34,0.13
4687,4687,801230,综合,2000/10/13 0:00:00,1447.06,1474.97,1417.9,1445.15,0.41,6.33,-0.03,1.17,56.65,5.49,16.55,4.16,481.03,13.0,0.13
4686,4686,801230,综合,2000/10/16 0:00:00,1441.5,1452.86,1407.12,1419.23,0.27,3.89,-1.79,0.77,55.77,5.42,16.34,3.06,471.54,13.1,0.14
4685,4685,801230,综合,2000/10/17 0:00:00,1416.08,1442.79,1397.71,1426.49,0.21,3.16,0.51,0.6,56.34,5.47,16.41,3.17,473.96,13.17,0.14
4684,4684,801230,综合,2000/10/18 0:00:00,1426.57,1453.75,1411.61,1439.32,0.26,4.1,0.9,0.75,56.63,5.49,16.59,2.89,478.23,13.28,0.14
4683,4683,801230,综合,2000/10/19 0:00:00,1443.07,1456.28,1417.65,1427.54,0.23,3.34,-0.82,0.65,56.31,5.45,16.45,2.83,474.31,13.18,0.14
4682,4682,801230,综合,2000/10/20 0:00:00,1427.94,1471.95,1415.27,1458.18,0.43,6.81,2.15,1.23,57.66,5.57,16.8,3.45,485.37,13.12,0.13
4681,4681,801230,综合,2000/10/23 0:00:00,1463.56,1482.21,1440.64,1463.25,0.41,6.32,0.35,1.16,58.16,5.63,16.9,3.32,486.15,13.5,0.13
4680,4680,801230,综合,2000/10/24 0:00:00,1465.52,1479.27,1441.22,1460.33,0.36,5.31,-0.2,1.01,57.96,5.61,16.9,3.55,485.18,13.48,0.13
4679,4679,801230,综合,2000/10/25 0:00:00,1460.88,1483.11,1443.53,1467.66,0.39,5.85,0.5,1.1,58.1,5.63,16.99,2.72,487.62,13.54,0.13
4678,4678,801230,综合,2000/10/26 0:00:00,1468.73,1478.54,1443.57,1454.7,0.29,4.21,-0.88,0.82,57.75,5.6,16.83,2.64,483.3,13.43,0.13
4677,4677,801230,综合,2000/10/27 0:00:00,1452.27,1467.79,1432.37,1448.35,0.25,3.46,-0.44,0.69,57.51,5.59,16.8,2.3,482.1,13.03,0.13
4676,4676,801230,综合,2000/10/30 0:00:00,1445.56,1461.08,1424.51,1444.19,0.31,4.28,-0.29,0.89,57.36,5.57,16.77,2.41,479.76,13.33,0.13
4675,4675,801230,综合,2000/10/31 0:00:00,1447.19,1461.37,1427.12,1438.23,0.26,3.73,-0.41,0.73,56.94,5.53,16.66,2.38,476.4,13.23,0.13
4674,4674,801230,综合,2000/11/1 0:00:00,1437.89,1457.33,1424.07,1446.91,0.26,3.86,0.6,0.73,57.46,5.59,16.76,2.57,479.36,13.32,0.13
4673,4673,801230,综合,2000/11/2 0:00:00,1448.52,1475.63,1439.26,1457.49,0.29,4.23,0.73,0.83,57.73,5.61,16.84,2.41,482.85,13.41,0.13
4672,4672,801230,综合,2000/11/3 0:00:00,1458.16,1473.19,1438.58,1451.08,0.27,4.26,-0.44,0.76,57.33,5.58,16.81,2.85,481.64,13.02,0.13
4671,4671,801230,综合,2000/11/6 0:00:00,1451.11,1474.24,1433.9,1457.76,0.39,6.57,0.46,1.11,57.33,5.62,16.84,3.87,488.79,13.58,0.13
4670,4670,801230,综合,2000/11/7 0:00:00,1459.26,1482.05,1442.51,1463.37,0.31,5.09,0.39,0.88,57.53,5.63,16.93,3.47,490.74,13.63,0.13
4669,4669,801230,综合,2000/11/8 0:00:00,1465.17,1477.66,1446.68,1464.6,0.25,4.13,0.08,0.71,57.61,5.64,16.99,2.57,491.17,13.64,0.13
4668,4668,801230,综合,2000/11/9 0:00:00,1466.41,1493.14,1456.63,1481.45,0.39,5.62,1.15,1.1,58.24,5.7,17.12,2.35,496.87,13.8,0.13
4667,4667,801230,综合,2000/11/10 0:00:00,1484.03,1509.78,1468.6,1489.39,0.61,8.64,0.54,1.68,58.54,5.72,17.03,2.87,500.5,13.53,0.13
4666,4666,801230,综合,2000/11/13 0:00:00,1492.34,1517.02,1478.72,1501.46,0.55,7.99,0.81,1.52,58.91,5.75,17.15,2.64,503.5,13.99,0.13
4665,4665,801230,综合,2000/11/14 0:00:00,1504.34,1526.03,1482.91,1512.9,0.58,8.03,0.76,1.62,59.44,5.8,17.24,2.94,507.16,14.09,0.13
4664,4664,801230,综合,2000/11/15 0:00:00,1516.21,1539.04,1495.32,1508.49,0.52,7.62,-0.29,1.44,59.15,5.77,17.05,2.76,505.68,14.05,0.13
4663,4663,801230,综合,2000/11/16 0:00:00,1509.7,1534.98,1493.71,1516.68,0.56,8.32,0.54,1.55,59.62,5.81,17.1,2.98,508.32,14.12,0.13
4662,4662,801230,综合,2000/11/17 0:00:00,1518.52,1541.35,1497.69,1518.2,0.62,8.87,0.1,1.7,59.5,5.8,17.18,3.5,509.74,13.78,0.13
4661,4661,801230,综合,2000/11/20 0:00:00,1516.48,1545.89,1495.05,1534.15,0.56,8.31,1.05,1.54,59.69,5.83,17.42,3.21,514.04,14.28,0.13
4660,4660,801230,综合,2000/11/21 0:00:00,1536.03,1565.86,1519.06,1536.16,0.58,8.44,0.13,1.59,59.81,5.84,17.45,3.62,514.44,14.29,0.13
4659,4659,801230,综合,2000/11/22 0:00:00,1534.55,1575.85,1519.91,1558.8,0.6,8.32,1.47,1.65,60.57,5.91,17.65,3.54,522.13,14.5,0.12
4658,4658,801230,综合,2000/11/23 0:00:00,1564.74,1582.86,1543.19,1561.11,0.52,7.4,0.15,1.42,60.61,5.92,17.71,2.72,522.94,14.53,0.12
4657,4657,801230,综合,2000/11/24 0:00:00,1562.62,1582.16,1498.39,1518.5,0.74,10.46,-2.73,2.01,58.98,5.75,17.26,3.3,509.88,13.78,0.13
4656,4656,801230,综合,2000/11/27 0:00:00,1504.6,1534.78,1485.73,1513.07,0.66,8.57,-0.36,1.81,58.54,5.71,17.31,3.95,506.95,14.08,0.13
4655,4655,801230,综合,2000/11/28 0:00:00,1513.12,1548.1,1502.97,1534.12,0.34,5.21,1.39,0.94,59.34,5.8,17.58,2.89,514.04,14.28,0.13
4654,4654,801230,综合,2000/11/29 0:00:00,1535.82,1549.53,1502.77,1522.33,0.36,5.55,-0.77,0.99,58.67,5.73,17.46,2.77,510.14,14.17,0.13
4653,4653,801230,综合,2000/11/30 0:00:00,1521.47,1542.95,1501.47,1524.53,0.34,5.46,0.14,0.93,58.77,5.76,17.61,3.25,518.86,14.02,0.13
4652,4652,801230,综合,2000/12/1 0:00:00,1524.39,1547.01,1506.47,1526.5,0.31,4.51,0.13,0.82,59.39,5.61,17.71,2.63,528.02,13.9,0.12
4651,4651,801230,综合,2000/12/4 0:00:00,1525.86,1544.57,1508.55,1528.93,0.33,5.05,0.16,0.88,59.28,5.61,17.76,2.74,527.64,14.26,0.13
4650,4650,801230,综合,2000/12/5 0:00:00,1529.48,1546.82,1512.29,1527.68,0.32,5.01,-0.08,0.86,59.3,5.61,17.75,2.9,527.21,14.25,0.13
4649,4649,801230,综合,2000/12/6 0:00:00,1527.98,1545.57,1497.9,1511.79,0.38,5.78,-1.04,1.0,58.65,5.56,17.65,2.84,521.71,14.1,0.13
4648,4648,801230,综合,2000/12/7 0:00:00,1509.27,1530.46,1490.48,1510.0,0.41,6.11,-0.12,1.09,58.56,5.55,17.63,3.36,521.09,14.08,0.13
4647,4647,801230,综合,2000/12/8 0:00:00,1509.37,1533.13,1493.31,1511.8,0.35,5.44,0.12,0.92,58.39,5.53,17.57,3.14,524.75,13.81,0.13
4646,4646,801230,综合,2000/12/11 0:00:00,1510.13,1526.55,1477.33,1490.03,0.31,4.58,-1.44,0.81,57.45,5.44,17.37,2.71,515.8,13.94,0.13
4645,4645,801230,综合,2000/12/12 0:00:00,1488.35,1512.22,1476.12,1500.54,0.26,3.91,0.71,0.69,58.11,5.5,17.48,2.44,519.47,14.04,0.13
4644,4644,801230,综合,2000/12/13 0:00:00,1501.6,1526.85,1484.25,1504.94,0.26,4.06,0.29,0.68,58.24,5.51,17.53,2.73,521.04,14.08,0.13
4643,4643,801230,综合,2000/12/14 0:00:00,1504.52,1519.81,1477.25,1496.67,0.25,3.69,-0.55,0.65,57.92,5.48,17.42,2.94,518.16,14.0,0.13
4642,4642,801230,综合,2000/12/15 0:00:00,1500.88,1514.16,1473.61,1490.19,0.29,4.23,-0.43,0.75,57.71,5.46,17.39,3.03,517.18,13.61,0.13
4641,4641,801230,综合,2000/12/18 0:00:00,1490.73,1512.78,1463.48,1497.41,0.4,7.42,0.48,1.06,57.73,5.47,17.71,4.61,518.41,14.01,0.13
4640,4640,801230,综合,2000/12/19 0:00:00,1506.11,1524.29,1480.2,1495.58,0.33,6.14,-0.12,0.88,57.69,5.46,17.68,3.67,517.77,13.99,0.13
4639,4639,801230,综合,2000/12/20 0:00:00,1497.02,1534.52,1483.96,1519.73,0.52,8.89,1.61,1.38,58.63,5.54,17.96,4.91,526.18,14.22,0.13
4638,4638,801230,综合,2000/12/21 0:00:00,1525.25,1553.22,1512.09,1529.76,0.63,10.44,0.66,1.66,58.96,5.57,18.05,5.23,529.67,14.32,0.13
4637,4637,801230,综合,2000/12/22 0:00:00,1530.73,1547.8,1507.71,1523.0,0.44,7.38,-0.44,1.15,58.62,5.54,17.97,3.65,528.63,13.91,0.13
4636,4636,801230,综合,2000/12/25 0:00:00,1523.57,1545.94,1502.12,1520.4,0.49,7.64,-0.17,1.3,58.43,5.52,17.95,3.81,526.3,14.22,0.13
4635,4635,801230,综合,2000/12/26 0:00:00,1521.19,1542.89,1503.71,1525.0,0.34,5.67,0.3,0.9,58.61,5.54,18.03,3.05,527.9,14.27,0.13
4634,4634,801230,综合,2000/12/27 0:00:00,1525.68,1540.6,1496.63,1505.89,0.29,4.49,-1.25,0.76,58.18,5.49,17.72,2.45,521.24,14.09,0.13
4633,4633,801230,综合,2000/12/28 0:00:00,1504.02,1522.99,1481.98,1500.73,0.29,4.6,-0.34,0.76,57.96,5.47,17.63,2.59,519.46,14.04,0.13
4632,4632,801230,综合,2000/12/29 0:00:00,1503.62,1520.95,1489.16,1504.83,0.24,3.65,0.27,0.63,58.21,5.5,17.67,2.06,522.3,13.74,0.13
4631,4631,801230,综合,2001/1/2 0:00:00,1509.15,1543.5,1496.85,1528.45,0.34,5.11,1.57,0.9,59.46,5.54,17.82,2.39,529.26,14.3,0.12
4630,4630,801230,综合,2001/1/3 0:00:00,1533.8,1557.66,1517.23,1543.65,0.55,7.74,0.99,1.46,60.23,5.57,17.95,2.67,537.64,14.53,0.12
4629,4629,801230,综合,2001/1/4 0:00:00,1550.88,1564.85,1523.57,1541.11,0.6,7.6,-0.16,1.59,59.85,5.53,17.94,3.14,536.75,14.51,0.12
4628,4628,801230,综合,2001/1/5 0:00:00,1546.16,1568.72,1525.85,1551.35,0.49,7.18,0.66,1.29,60.29,5.56,17.95,2.91,541.62,14.25,0.12
4627,4627,801230,综合,2001/1/8 0:00:00,1552.91,1563.05,1509.04,1524.15,0.55,7.84,-1.75,1.45,59.76,5.51,17.56,2.9,530.95,14.35,0.12
4626,4626,801230,综合,2001/1/9 0:00:00,1521.97,1551.71,1500.06,1532.72,0.66,8.3,0.56,1.73,59.89,5.51,17.67,4.34,534.15,14.44,0.12
4625,4625,801230,综合,2001/1/10 0:00:00,1531.7,1558.77,1520.86,1545.08,0.53,7.09,0.81,1.41,60.42,5.56,17.68,3.18,538.47,14.55,0.12
4624,4624,801230,综合,2001/1/11 0:00:00,1544.52,1559.42,1524.85,1536.33,0.46,6.33,-0.57,1.22,59.94,5.52,17.47,2.48,535.41,14.47,0.12
4623,4623,801230,综合,2001/1/12 0:00:00,1530.92,1539.99,1508.56,1519.4,0.34,4.73,-1.1,0.89,59.34,5.48,17.2,2.29,533.44,14.04,0.12
4622,4622,801230,综合,2001/1/15 0:00:00,1513.71,1517.07,1455.94,1466.03,0.62,7.83,-3.51,1.63,57.31,5.29,16.56,3.43,513.59,13.88,0.13
4621,4621,801230,综合,2001/1/16 0:00:00,1448.4,1475.77,1431.95,1467.83,0.28,4.07,0.12,0.75,57.49,5.31,16.52,2.35,514.22,13.9,0.13
4620,4620,801230,综合,2001/1/17 0:00:00,1464.71,1476.41,1444.0,1453.06,0.36,7.26,-1.01,0.94,57.05,5.27,16.32,5.76,509.03,13.76,0.13
4619,4619,801230,综合,2001/1/18 0:00:00,1450.63,1471.24,1438.39,1453.89,0.35,4.28,0.06,0.92,57.01,5.27,16.3,2.94,509.45,13.77,0.13
4618,4618,801230,综合,2001/1/19 0:00:00,1451.98,1479.44,1445.91,1466.83,0.32,5.86,0.89,0.83,57.56,5.32,16.42,3.79,515.11,13.56,0.13
4617,4617,801230,综合,2001/2/5 0:00:00,1468.63,1482.01,1421.34,1433.05,0.26,4.17,-2.3,0.68,56.23,5.18,15.97,3.16,502.13,13.57,0.13
4616,4616,801230,综合,2001/2/6 0:00:00,1426.05,1435.62,1393.46,1419.82,0.19,2.88,-0.92,0.51,55.9,5.14,15.8,2.2,497.48,13.45,0.13
4615,4615,801230,综合,2001/2/7 0:00:00,1422.43,1432.63,1399.33,1407.32,0.13,2.05,-0.88,0.34,55.4,5.09,15.64,2.31,493.09,13.33,0.13
4614,4614,801230,综合,2001/2/8 0:00:00,1403.76,1416.92,1358.43,1369.81,0.2,2.93,-2.66,0.53,53.88,4.96,15.26,2.35,479.92,12.97,0.14
4613,4613,801230,综合,2001/2/9 0:00:00,1370.86,1399.65,1366.29,1388.69,0.17,2.48,1.38,0.45,54.56,5.02,15.46,1.96,487.67,12.83,0.13
4612,4612,801230,综合,2001/2/12 0:00:00,1386.2,1394.33,1360.67,1382.74,0.15,2.13,-0.43,0.38,54.54,5.02,15.37,1.91,484.6,13.1,0.14
4611,4611,801230,综合,2001/2/13 0:00:00,1382.82,1398.32,1374.82,1384.43,0.13,1.88,0.12,0.33,54.53,5.01,15.44,2.05,485.19,13.11,0.14
4610,4610,801230,综合,2001/2/14 0:00:00,1382.85,1389.57,1370.24,1380.59,0.09,1.31,-0.28,0.25,54.48,5.01,15.43,1.81,483.84,13.08,0.14
4609,4609,801230,综合,2001/2/15 0:00:00,1379.59,1390.36,1362.81,1368.23,0.11,1.72,-0.9,0.29,54.04,4.97,15.28,2.34,479.5,12.96,0.14
4608,4608,801230,综合,2001/2/16 0:00:00,1364.97,1376.25,1340.69,1366.17,0.5,4.36,-0.15,1.31,53.97,4.95,15.26,4.37,479.76,12.63,0.14
4607,4607,801230,综合,2001/2/19 0:00:00,1363.02,1388.22,1351.34,1381.37,0.21,2.2,1.11,0.54,54.68,5.02,15.46,2.47,484.29,13.09,0.14
4606,4606,801230,综合,2001/2/20 0:00:00,1384.42,1397.42,1362.9,1372.78,0.25,2.66,-0.62,0.64,54.29,4.98,15.35,2.36,481.28,13.01,0.14
4605,4605,801230,综合,2001/2/21 0:00:00,1368.05,1375.63,1332.76,1343.43,0.34,3.56,-2.14,0.89,53.18,4.86,14.97,2.61,470.97,12.73,0.14
4604,4604,801230,综合,2001/2/22 0:00:00,1338.75,1355.81,1320.34,1333.1,0.16,1.97,-0.77,0.41,52.91,4.83,14.9,2.04,467.34,12.63,0.14
4603,4603,801230,综合,2001/2/23 0:00:00,1333.89,1355.11,1319.95,1347.95,0.2,2.37,1.11,0.52,53.41,4.88,15.05,2.34,473.36,12.46,0.14
4602,4602,801230,综合,2001/2/26 0:00:00,1351.7,1371.39,1335.9,1362.65,0.28,3.18,1.09,0.74,54.03,4.94,15.2,2.6,477.9,12.92,0.14
4601,4601,801230,综合,2001/2/27 0:00:00,1362.41,1372.64,1347.03,1364.23,0.21,2.43,0.12,0.54,54.05,4.95,15.18,2.09,478.46,12.93,0.14
4600,4600,801230,综合,2001/2/28 0:00:00,1364.37,1374.15,1344.03,1357.31,0.2,2.19,-0.51,0.52,53.79,4.94,15.17,2.08,476.03,12.87,0.14
4599,4599,801230,综合,2001/3/1 0:00:00,1356.2,1376.02,1348.46,1364.56,0.23,2.66,0.53,0.61,53.94,4.97,15.28,2.17,478.57,12.93,0.14
4598,4598,801230,综合,2001/3/2 0:00:00,1366.65,1390.98,1359.96,1379.91,0.3,3.28,1.12,0.77,54.57,5.03,15.46,2.34,484.58,12.75,0.14
4597,4597,801230,综合,2001/3/5 0:00:00,1381.66,1393.54,1367.53,1380.24,0.17,2.34,0.02,0.44,54.65,5.03,15.47,1.96,484.05,13.08,0.14
4596,4596,801230,综合,2001/3/6 0:00:00,1379.09,1387.95,1360.69,1374.91,0.14,1.99,-0.39,0.37,54.49,5.02,15.41,1.55,482.17,13.03,0.14
4595,4595,801230,综合,2001/3/7 0:00:00,1377.19,1391.59,1366.28,1379.45,0.16,2.08,0.33,0.42,54.63,5.03,15.46,1.67,483.77,13.07,0.14
4594,4594,801230,综合,2001/3/8 0:00:00,1378.08,1399.82,1370.36,1391.23,0.2,2.84,0.85,0.52,55.27,5.09,15.55,2.14,487.91,13.19,0.13
4593,4593,801230,综合,2001/3/9 0:00:00,1392.34,1420.17,1380.57,1403.04,0.3,4.7,0.85,0.79,55.6,5.12,15.74,2.65,492.71,12.97,0.13
4592,4592,801230,综合,2001/3/12 0:00:00,1404.42,1416.86,1385.86,1399.08,0.19,2.91,-0.28,0.5,55.4,5.11,15.75,2.08,490.63,13.26,0.13
4591,4591,801230,综合,2001/3/13 0:00:00,1396.62,1404.25,1371.68,1384.06,0.18,2.66,-1.07,0.46,54.94,5.02,15.58,2.12,485.36,13.12,0.13
4590,4590,801230,综合,2001/3/14 0:00:00,1381.08,1405.08,1372.93,1398.57,0.2,2.83,1.05,0.52,55.46,5.06,15.73,2.23,490.45,13.26,0.13
4589,4589,801230,综合,2001/3/15 0:00:00,1400.31,1415.76,1388.93,1403.86,0.24,3.25,0.38,0.63,55.47,5.05,15.78,2.03,492.31,13.31,0.13
4588,4588,801230,综合,2001/3/16 0:00:00,1404.13,1422.61,1387.35,1410.73,0.29,4.02,0.49,0.75,56.64,4.8,15.85,2.54,495.41,13.04,0.13
4587,4587,801230,综合,2001/3/19 0:00:00,1410.29,1432.46,1398.25,1421.98,0.31,4.38,0.8,0.82,57.28,4.85,15.96,2.5,498.64,13.48,0.13
4586,4586,801230,综合,2001/3/20 0:00:00,1425.84,1441.7,1409.66,1425.85,0.23,3.26,0.27,0.61,57.61,4.91,16.01,2.0,500.0,13.51,0.13
4585,4585,801230,综合,2001/3/21 0:00:00,1426.34,1445.26,1416.35,1437.04,0.29,4.1,0.78,0.75,58.12,4.95,16.12,2.18,503.93,13.62,0.13
4584,4584,801230,综合,2001/3/22 0:00:00,1440.3,1457.04,1425.89,1442.69,0.33,4.78,0.39,0.87,58.66,4.99,16.22,1.97,505.91,13.67,0.13
4583,4583,801230,综合,2001/3/23 0:00:00,1443.9,1458.06,1416.44,1422.81,0.37,5.26,-1.38,0.96,57.66,4.91,16.0,2.21,499.65,13.15,0.13
4582,4582,801230,综合,2001/3/26 0:00:00,1420.28,1446.25,1412.61,1440.69,0.24,3.3,1.26,0.62,58.54,4.99,16.19,1.73,505.18,13.65,0.13
4581,4581,801230,综合,2001/3/27 0:00:00,1445.5,1470.04,1436.34,1457.19,0.37,5.28,1.15,0.96,59.09,5.04,16.37,2.33,510.97,13.81,0.12
4580,4580,801230,综合,2001/3/28 0:00:00,1458.91,1472.75,1441.04,1455.59,0.28,4.1,-0.11,0.74,58.93,5.03,16.39,1.89,504.54,14.02,0.13
4579,4579,801230,综合,2001/3/29 0:00:00,1457.12,1469.73,1437.75,1449.1,0.36,4.9,-0.45,0.96,58.88,5.03,16.31,2.3,502.26,13.95,0.13
4578,4578,801230,综合,2001/3/30 0:00:00,1448.02,1462.96,1435.28,1454.34,0.43,5.63,0.36,1.15,59.13,5.06,16.36,2.86,504.85,13.64,0.13
4577,4577,801230,综合,2001/4/2 0:00:00,1455.07,1475.19,1439.66,1460.53,0.59,7.36,0.43,1.6,59.31,5.07,16.44,3.26,506.28,14.06,0.12
4576,4576,801230,综合,2001/4/3 0:00:00,1461.55,1481.55,1443.95,1466.25,0.51,6.47,0.39,1.39,59.51,5.09,16.41,3.47,508.29,14.12,0.12
4575,4575,801230,综合,2001/4/4 0:00:00,1465.05,1482.14,1430.46,1445.41,0.58,7.65,-1.42,1.56,58.92,5.03,16.13,3.58,500.97,13.92,0.13
4574,4574,801230,综合,2001/4/5 0:00:00,1438.41,1463.06,1427.44,1456.22,0.41,5.92,0.75,1.11,59.41,5.08,16.27,3.54,509.1,14.14,0.12
4573,4573,801230,综合,2001/4/6 0:00:00,1460.03,1474.61,1442.59,1455.84,0.36,5.63,-0.03,0.97,59.42,5.08,16.24,3.49,509.71,13.78,0.12
4572,4572,801230,综合,2001/4/9 0:00:00,1455.54,1475.27,1442.2,1465.43,0.39,5.7,0.66,1.04,59.73,5.1,16.36,3.34,512.32,14.23,0.12
4571,4571,801230,综合,2001/4/10 0:00:00,1467.74,1485.94,1453.73,1470.03,0.38,5.75,0.31,1.02,60.74,4.89,16.43,3.58,518.67,14.41,0.12
4570,4570,801230,综合,2001/4/11 0:00:00,1469.21,1484.27,1452.5,1470.86,0.32,4.66,0.06,0.85,60.62,4.88,16.44,2.8,518.97,14.42,0.12
4569,4569,801230,综合,2001/4/12 0:00:00,1470.16,1496.64,1456.31,1476.86,0.43,6.21,0.41,1.15,60.73,4.89,16.53,2.47,521.11,14.48,0.12
4568,4568,801230,综合,2001/4/13 0:00:00,1476.08,1487.3,1462.29,1476.16,0.27,3.72,-0.05,0.72,60.78,4.89,16.55,1.8,521.65,14.1,0.12
4567,4567,801230,综合,2001/4/16 0:00:00,1477.21,1509.15,1468.21,1497.2,0.52,7.25,1.43,1.38,61.71,4.97,16.76,2.39,528.34,14.68,0.12
4566,4566,801230,综合,2001/4/17 0:00:00,1501.49,1529.97,1479.83,1511.58,0.76,11.15,0.96,2.03,62.26,5.01,16.96,3.76,533.48,14.82,0.12
4565,4565,801230,综合,2001/4/18 0:00:00,1515.64,1542.27,1495.14,1516.04,0.57,8.94,0.3,1.52,62.43,5.24,17.06,3.4,535.08,14.86,0.12
4564,4564,801230,综合,2001/4/19 0:00:00,1514.68,1536.63,1486.79,1520.18,0.69,10.55,0.27,1.84,62.46,5.28,17.09,4.08,536.56,14.9,0.12
4563,4563,801230,综合,2001/4/20 0:00:00,1522.7,1558.88,1495.5,1517.02,0.99,13.53,-0.21,2.65,62.41,5.27,16.98,4.51,535.42,14.87,0.12
4562,4562,801230,综合,2001/4/23 0:00:00,1516.93,1546.74,1493.28,1517.67,1.01,13.96,0.04,2.68,62.37,5.3,17.05,5.62,535.66,14.88,0.12
